Tabela gerada em:2020-04-21 10:04:24;;;;;;;;;;;;;
;;;;;;;;;;;;;
Listagem de produtos jp.di;;;;;;;;;;;;;
EAN;Ref. Fabricante;Designação;Preço Final;Stock;Unidade Negócio;Linha Produto;Família;Sub-Família;Categoria;Marca;Data modificação;Preço Unitário;Taxa
 0885909611508;MD506Z/A;Apple MagSafe 2 Power Adapter 85W (MacBook Pro com Retina) - MD506ZM/A;EUR 57,99 ;Imediata;Periféricos;Cabos e Adaptadores;Power;;;APPLE;2020-04-21 06:07:00;EUR 57,99 ;EUR 0,00 
 0000000000000;3007206-T;Rolo Etiquetas Zebra Z-Select 2000T 102x64 CX4 - 3007206-T;EUR 29,27 ;Imediata;Supplies;Matriciais e Térmicas;Etiquetas;;;ZEBRA;2020-04-21 06:07:01;EUR 29,27 ;EUR 0,00 
 8436532168642;NXINFTYATOM;Caixa NOX Infinity Atom RGB - NXINFTYATOM;EUR 25,86 ;Imediata;System Components;Caixas;Desktop;;;NOX;2020-04-21 06:06:51;EUR 25,86 ;EUR 0,00 
 8436532168543;NXHUMMERFSN;Caixa NOX Hummer Fusion RGB - NXHUMMERFSN;EUR 53,70 ;Imediata;System Components;Caixas;Desktop;;;NOX;2020-04-21 06:06:51;EUR 53,70 ;EUR 0,00 
 8436532168666;NXINFTYNEON;Caixa NOX Infinity Neon RGB - NXINFTYNEON;EUR 35,72 ;Imediata;System Components;Caixas;Desktop;;;NOX;2020-04-21 06:06:51;EUR 35,72 ;EUR 0,00 
 5600373301893;MON355;"Monitor ZONERICH Touch Screen 15.6\"" TFT Multi touch / USB-  ZQ-1560GT";EUR 121,17 ;Imediata;Periféricos;Monitores;Touch;;;ZONERICH;2020-04-21 06:06:51;EUR 121,17 ;EUR 0,00 
 0734646657150;42C7809;Impressora Lexmark XC4240;EUR 1 442,37 ;Imediata;Periféricos;Impressoras;Laser Cores;A4;;LEXMARK;2020-04-21 06:06:44;EUR 1 432,37 ;EUR 10,00 
 6925281933028;CLIP3BLK;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Preto;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933035;CLIP3BLU;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Azul;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933080;CLIP3GRN;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Verde;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933059;CLIP3GRY;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Cinza;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933103;CLIP3PINK;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Rosa;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933042;CLIP3RED;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Vermelho;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933110;CLIP3SAND;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Areia;EUR 36,19 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 36,19 ;EUR 0,00 
 6925281942112;CLIP3SQUAD;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Squad;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933066;CLIP3TEAL;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Teal;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933073;CLIP3WHT;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Branco;EUR 37,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 37,55 ;EUR 0,00 
 6925281933097;CLIP3YEL;Coluna Portátil JBL CLIP 3 Bluetooth 3W à prova de água 10h Autonomia Amarelo;EUR 36,19 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:47;EUR 36,19 ;EUR 0,00 
 8806098236329;20MK400H-B;Monitor LG LED 20P(19.5P) HD 16:9 5ms VGA/HDMI Preto - 20MK400H-B;EUR 53,99 ;Imediata;Periféricos;Monitores;Consumo;;;LG;2020-04-21 06:06:51;EUR 53,99 ;EUR 0,00 
 8801643348847;LC27JG50QQUXEN;"Monitor Samsung 27\"" Curvo WQHD 2560x1440 HDMI/DP - LC27JG50QQUXEN";EUR 239,70 ;Imediata;Periféricos;Monitores;Consumo;;;SAMSUNG;2020-04-21 06:06:49;EUR 239,70 ;EUR 0,00 
 0190198790965;MT9E2QL/A;APPLE iPhone XS 64GB Space Grey;EUR 856,00 ;Imediata;Mobilidade;Smartphones;Smartphone;;;APPLE;2020-04-21 06:06:51;EUR 848,32 ;EUR 7,68 
 0190198791306;MT9F2QL/A;APPLE iPhone XS 64GB Silver;EUR 856,00 ;Imediata;Mobilidade;Smartphones;Smartphone;;;APPLE;2020-04-21 06:06:51;EUR 848,32 ;EUR 7,68 
 0190198793676;MT9N2QL/A;APPLE iPhone XS 512GB Gold;EUR 863,10 ;Imediata;Mobilidade;Smartphones;Smartphone;;;APPLE;2020-04-21 06:06:51;EUR 848,10 ;EUR 15,00 
 0000000000000;KL1939SCADR;Software Kaspersky Internet Security - Multi-Device 1-Device 2 year Renewal License Pack;EUR 22,34 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 22,34 ;EUR 0,00 
 0000000000000;KL1939SCADS;Software Kaspersky Internet Security - Multi-Device 1-Device 2 year Base License Pack;EUR 27,25 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 27,25 ;EUR 0,00 
 0000000000000;KL1939SCAFR;Software Kaspersky Internet Security - Multi-Device 1-Device 1 year Renewal License Pack;EUR 11,16 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 11,16 ;EUR 0,00 
 0000000000000;KL1939SCCDR;Software Kaspersky Internet Security - Multi-Device 3-Device 2 year Renewal License Pack;EUR 32,03 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 32,03 ;EUR 0,00 
 0000000000000;KL1939SCCDS;Software Kaspersky Internet Security - Multi-Device 3-Device 2 year Base License Pack;EUR 40,22 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 40,22 ;EUR 0,00 
 0000000000000;KL1939SCCFR;Software Kaspersky Internet Security - Multi-Device 3-Device 1 year Renewal License Pack;EUR 17,12 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 17,12 ;EUR 0,00 
 0000000000000;KL1939SCEDR;Software Kaspersky Internet Security - Multi-Device 5-Device 2 year Renewal License Pack;EUR 41,34 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 41,34 ;EUR 0,00 
 0000000000000;KL1939SCEDS;Software Kaspersky Internet Security - Multi-Device 5-Device 2 year Base License Pack;EUR 54,52 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 54,52 ;EUR 0,00 
 0000000000000;KL1939SCEFR;Software Kaspersky Internet Security - Multi-Device 5-Device 1 year Renewal License Pack;EUR 22,81 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 22,81 ;EUR 0,00 
 0000000000000;KL1939SCKDR;Software Kaspersky Internet Security - Multi-Device 10-Device 2 year Renewal License Pack;EUR 61,83 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 61,83 ;EUR 0,00 
 0000000000000;KL1939SCKFR;Software Kaspersky Internet Security - Multi-Device 10-Device 1 year Renewal License Pack;EUR 33,89 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 33,89 ;EUR 0,00 
 0000000000000;KL1939SCKFS;Software Kaspersky Internet Security - Multi-Device 10-Device 1 year Base License Pack;EUR 45,43 ;Imediata;Software;Retail;License Pack;Segurança;INTRNETSEC;Kaspersky;2020-04-21 06:06:49;EUR 45,43 ;EUR 0,00 
 0000000000000;KL1949SCAFS;Software Kaspersky Total Security - Multi-Device 1-Device 1 year Base License Pack;EUR 22,34 ;Imediata;Software;Retail;License Pack;Segurança;;Kaspersky;2020-04-21 06:06:49;EUR 22,34 ;EUR 0,00 
 0000000000000;KL1949SCCDR;Software Kaspersky Total Security - Multi-Device 3-Device 2 year Renewal License Pack;EUR 39,11 ;Imediata;Software;Retail;License Pack;Segurança;;Kaspersky;2020-04-21 06:06:49;EUR 39,11 ;EUR 0,00 
 0000000000000;7999;Cartão ZEBRA Branco c/Banda Magnetica 2750oe HICO (500 Cartões);EUR 24,44 ;Imediata;Supplies;Matriciais e Térmicas;Fitas;;;ZEBRA;2020-04-21 06:06:55;EUR 24,44 ;EUR 0,00 
 0718037854694;WD80EFAX;Disco 3.5 8TB WD Red 256Mb SATA 6Gb/s;EUR 230,55 ;Imediata;System Components;Discos;Internos;Servidores;;WESTERN DIGITAL;2020-04-21 06:06:48;EUR 223,05 ;EUR 7,50 
 4059595419182;S26361-F5673-L240;HD FSC SSD SATA 6G 240GB Mixed-Use 3.5P HP  - S26361-F5673-L240;EUR 129,00 ;Imediata;System Components;Discos;SSD;;;FUJITSU;2020-04-21 06:06:48;EUR 129,00 ;EUR 0,00 
 0734646655712;36SC130;Impressora Lexmark B2338dw;EUR 82,24 ;Imediata;Periféricos;Impressoras;Laser Mono;A4;;LEXMARK;2020-04-21 06:06:44;EUR 74,74 ;EUR 7,50 
 0734646679954;36SC372;Impressora Lexmark B2546dw;EUR 180,13 ;Imediata;Periféricos;Impressoras;Laser Mono;A4;;LEXMARK;2020-04-21 06:06:44;EUR 172,63 ;EUR 7,50 
 0734646655774;36SC730;Impressora Lexmark Multifunções Laser Mono MB2442adwe ;EUR 235,26 ;Imediata;Periféricos;Multifunções;Laser Mono;A4;;LEXMARK;2020-04-21 06:06:44;EUR 225,26 ;EUR 10,00 
 5600373301879;POS133;"POS DDIGITAL ZQ-T9150 I5 4GB 128GB SSD 15"" Touch Capacitivo";EUR 609,00 ;Imediata;Computer Systems;Sistemas de POS;Sistemas de POS;;;DDIGITAL;2020-04-21 06:06:51;EUR 608,49 ;EUR 0,51 
 8713439226584;22658;Apresentador TRUST QURO Wireless Laser - 22658;EUR 40,51 ;Imediata;Periféricos;Teclados e Ratos;Apresentadores;;;TRUST;2020-04-21 06:06:43;EUR 40,51 ;EUR 0,00 
 8713439228854;22885;Rato TRUST VERTO Ergonómico - 22885;EUR 13,50 ;Imediata;Periféricos;Teclados e Ratos;Ratos;;;TRUST;2020-04-21 06:06:43;EUR 13,50 ;EUR 0,00 
 8715946662442;C11CF11302A0;Plotter EPSON SureColor SC-T3100 (inclui suporte) - C11CF11302A0;EUR 894,50 ;Imediata;Periféricos;Impressoras;Grande Formato (LFP);CAD/GIS;;EPSON;2020-04-21 06:06:47;EUR 892,00 ;EUR 2,50 
 8715946662466;C11CF12301A0;Plotter EPSON SureColor SC-T5100 (inclui suporte) - C11CF12301A0;EUR 1 202,50 ;Imediata;Periféricos;Impressoras;Grande Formato (LFP);CAD/GIS;;EPSON;2020-04-21 06:06:47;EUR 1 200,00 ;EUR 2,50 
 8715946662602;C11CF85301A0;Plotter EPSON SureColor SC-T3400 (inclui suporte) - C11CF85301A0;EUR 1 236,50 ;Imediata;Periféricos;Impressoras;Grande Formato (LFP);CAD/GIS;;EPSON;2020-04-21 06:06:47;EUR 1 234,00 ;EUR 2,50 
 8715946631578;C13S210055;Lamina de Corte EPSON - C13S210055;EUR 112,55 ;Imediata;Periféricos;Acessorios;Impressoras;Outros;;EPSON;2020-04-21 06:06:47;EUR 112,55 ;EUR 0,00 
 8715946662749;C13S400064;EPSON Borderless Replacement Pad Kit - C13S400064;EUR 28,14 ;Imediata;Periféricos;Acessorios;Impressoras;Outros;;EPSON;2020-04-21 06:06:47;EUR 28,14 ;EUR 0,00 
 8715946631110;C13T40C140;Tinteiro EPSON T40C1 Preto UltraChrome XD2 50ml - SureColor SC-T3100/5100;EUR 37,99 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 37,99 ;EUR 0,00 
 8715946631127;C13T40C240;Tinteiro EPSON T40C2 Ciano UltraChrome XD2 26ml - SureColor SC-T3100/5100;EUR 24,10 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 24,10 ;EUR 0,00 
 8715946631134;C13T40C340;Tinteiro EPSON T40C3 Magenta UltraChrome XD2 26ml - SureColor SC-T3100/5100;EUR 24,10 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 24,10 ;EUR 0,00 
 8715946631141;C13T40C440;Tinteiro EPSON T40C4 Amarelo UltraChrome XD2 26ml - SureColor SC-T3100/5100;EUR 24,10 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 24,10 ;EUR 0,00 
 8715946631158;C13T40D140;Tinteiro EPSON T40D1 Preto UltraChrome XD2 80ml - SureColor SC-T3100/5100;EUR 53,75 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 53,75 ;EUR 0,00 
 8715946631165;C13T40D240;Tinteiro EPSON T40D2 Ciano UltraChrome XD2 50ml - SureColor SC-T3100/5100;EUR 37,99 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 37,99 ;EUR 0,00 
 8715946631172;C13T40D340;Tinteiro EPSON T40D3 Magenta UltraChrome XD2 50ml - SureColor SC-T3100/5100;EUR 37,99 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 37,99 ;EUR 0,00 
 8715946631189;C13T40D440;Tinteiro EPSON T40D4 Amarelo UltraChrome XD2 50ml - SureColor SC-T3100/5100;EUR 37,99 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 37,99 ;EUR 0,00 
 8715946633169;C13T41F240;Tinteiro EPSON T41F2 Ciano UltraChrome XD2 350ml - SureColor SC-T3400/5400;EUR 121,93 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 121,93 ;EUR 0,00 
 8715946633176;C13T41F340;Tinteiro EPSON T41F3 Magenta UltraChrome XD2 350ml - SureColor SC-T3400/5400;EUR 121,93 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 121,93 ;EUR 0,00 
 8715946633183;C13T41F440;Tinteiro EPSON T41F4 Amarelo UltraChrome XD2 350ml - SureColor SC-T3400/5400;EUR 121,93 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 121,93 ;EUR 0,00 
 8715946633190;C13T41F540;Tinteiro EPSON T41F5 Preto UltraChrome XD2 350ml - SureColor SC-T3400/5400;EUR 121,93 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 121,93 ;EUR 0,00 
 8715946633206;C13T41R240;Tinteiro EPSON T41R2 Ciano UltraChrome XD2 110ml - SureColor SC-T3400/5400;EUR 51,58 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 51,58 ;EUR 0,00 
 8715946633213;C13T41R340;Tinteiro EPSON T41R3 Magenta UltraChrome XD2 110ml - SureColor SC-T3400/5400;EUR 51,58 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 51,58 ;EUR 0,00 
 8715946633220;C13T41R440;Tinteiro EPSON T41R4 Amarelo UltraChrome XD2 110ml - SureColor SC-T3400/5400;EUR 51,58 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 51,58 ;EUR 0,00 
 8715946633237;C13T41R540;Tinteiro EPSON T41R5 Preto UltraChrome XD2 110ml - SureColor SC-T3400/5400;EUR 51,58 ;Imediata;Supplies;Grande Formato;Tinteiros;;;EPSON;2020-04-21 06:06:47;EUR 51,58 ;EUR 0,00 
 0000000000000;KL1171SCEFR;Software Kaspersky Anti-Virus 5 Desktop 1Y RW LPack;EUR 16,90 ;Imediata;Software;Retail;License Pack;Segurança;ANTIVIRUS;Kaspersky;2020-04-21 06:07:01;EUR 16,90 ;EUR 0,00 
 6935364081546;Deco M9 Plus(1-pack);Router TP-Link AC2200,IoT Hub, Quad-core,867Mbps +867Mbps +400Mbps,512MB RAM-Deco M9 Plus(1-pack);EUR 120,69 ;Imediata;Networking;Routers;Routers Fixos;;;TP-LINK;2020-04-21 06:06:52;EUR 120,69 ;EUR 0,00 
 6935364081553;Deco M9 Plus(3-Pack);Router TP-Link AC2200,IoT Hub, Quad-core,867Mbps +867Mbps +400Mbps,512MB RAM-Deco M9 Plus(3-Pack);EUR 316,09 ;Imediata;Networking;Routers;Routers Fixos;;;TP-LINK;2020-04-21 06:06:52;EUR 316,09 ;EUR 0,00 
 0740617283723;SHFR200/240G;SSD 2.5 Kingston 240G HyperX Fury SHFR SATA3 2.5 RGB;EUR 52,80 ;Imediata;System Components;Discos;SSD;;;KINGSTON;2020-04-21 06:06:52;EUR 51,84 ;EUR 0,96 
 0740617283686;SHFR200/960G;SSD 2.5 Kingston 960G HyperX Fury SHFR SATA3 2.5 RGB;EUR 132,39 ;Imediata;System Components;Discos;SSD;;;KINGSTON;2020-04-21 06:06:52;EUR 128,55 ;EUR 3,84 
 4250059682597;PT8259;Devolo Magic 2 LAN,Adaptador adicional,Velocidade Powerline até 2400Mbps c/ 1 Porta LAN- PT8259;EUR 54,00 ;Imediata;Networking;Powerlines;Powerlines;;;DEVOLO;2020-04-21 06:06:45;EUR 54,00 ;EUR 0,00 
 5031713042631;43865729;Toner OKI ES2232a4/ES2632a4/ES5460MFP Yellow Exec.Series;EUR 88,18 ;Imediata;Supplies;Laser;Toners;;;OKI;2020-04-21 06:06:59;EUR 88,18 ;EUR 0,00 
 5031713032212;1186201;Unidade Fusora OKI ES2032/ES2032MFP/ES2632/ES5460MFP ESeries;EUR 62,01 ;Imediata;Supplies;Laser;Toners;;;OKI;2020-04-21 06:06:59;EUR 62,01 ;EUR 0,00 
 0010343829978;C13S041332;Papel EPSON Premium Semi-Gloss Photo A4 20F;EUR 12,15 ;Imediata;Supplies;Papel;Papel Fotográfico;;;EPSON;2020-04-21 06:06:59;EUR 12,15 ;EUR 0,00 
 5031713042655;43865730;Toner OKI ES2232a4/ES2632a4/ES5460MFP Magenta Exec.Series;EUR 88,67 ;Imediata;Supplies;Laser;Toners;;;OKI;2020-04-21 06:06:59;EUR 88,67 ;EUR 0,00 
 5031713060437;45376113;Impressora OKI Multifuncional Laser Cor ES7470DN S/FAX;EUR 1 540,86 ;Imediata;Periféricos;Multifunções;Laser Mono;A4;;OKI;2020-04-21 06:07:00;EUR 1 530,86 ;EUR 10,00 
 5031713052685;44059259;Toner OKI ES8451/ES8461 MFP - 9K Cyan Exec.Series;EUR 65,44 ;Imediata;Supplies;Laser;Toners;;;OKI;2020-04-21 06:07:00;EUR 65,44 ;EUR 0,00 
 5031713063605;45762032;Impressora OKI Laser Led Mono ES4132DN ExeSerie;EUR 300,56 ;Imediata;Periféricos;Impressoras;Laser Mono;A4;;OKI;2020-04-21 06:07:01;EUR 293,06 ;EUR 7,50 
 5031713063612;45762042;Impressora OKI LED Laser Cor A4 - ES5112;EUR 406,48 ;Imediata;Periféricos;Impressoras;Laser Cores;A4;;OKI;2020-04-21 06:06:49;EUR 398,98 ;EUR 7,50 
 0887758147894;CF281A;Toner HP LaserJet  81A Preto - CF281A;EUR 141,77 ;Imediata;Supplies;Laser;Toners;;;HP;2020-04-21 06:06:53;EUR 141,77 ;EUR 0,00 
 8715946535241;C31CA85953;Impressora EPSON TM-T88V (953) - Bluetooth + USB, PS, Cinzento Escuro;EUR 285,12 ;Imediata;Periféricos;Impressoras;Sistemas de POS;Recibos;;EPSON;2020-04-21 06:06:49;EUR 285,12 ;EUR 0,00 
 0000000000000;KL1171SCAFS;Software Kaspersky Anti-Virus 1 Desktop 1Y LPack;EUR 11,26 ;Imediata;Software;Retail;License Pack;Segurança;ANTIVIRUS;Kaspersky;2020-04-21 06:07:01;EUR 11,26 ;EUR 0,00 
 5031713067269;46356112;Impressora OKI Laser Cor ES5432dn;EUR 535,66 ;Imediata;Periféricos;Impressoras;Laser Cores;A4;;OKI;2020-04-21 06:06:49;EUR 528,16 ;EUR 7,50 
 5031713067306;46357122;Impressora OKI Multifunções Laser Cor ES5473dn ;EUR 811,88 ;Imediata;Periféricos;Multifunções;Laser Cores;A4;;OKI;2020-04-21 06:06:49;EUR 801,88 ;EUR 10,00 
 0888793237984;CF400X;Toner HP LaserJet  201X preto alto rendimento - CF400X;EUR 72,93 ;Imediata;Supplies;Laser;Toners;;;HP;2020-04-21 06:07:01;EUR 72,93 ;EUR 0,00 
 4713883745192;UM.QV0EE.007;"Monitor ACER 23.8\"" WQHD IPS LED HDMI 1 ms 2x2W Speakers Black - UM.QV0EE.007";EUR 159,94 ;Imediata;Periféricos;Monitores;Consumo;;;ACER;2020-04-21 06:06:54;EUR 159,94 ;EUR 0,00 
 0734646636124;36S0910;Impressora Lexmark Multifunções Mono A4 MX622ade;EUR 1 024,40 ;Imediata;Periféricos;Multifunções;Laser Mono;A4;;LEXMARK;2020-04-21 06:06:44;EUR 1 004,40 ;EUR 20,00 
 4015867205853;110505107;"Base Conceptronic Notebook Cooling Pad, Fits up to 15.6\"", 2 Fans -THANA 01B";EUR 9,31 ;Imediata;Periféricos;Acessorios;Portatil;Base de Arrefecimento;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 9,31 ;EUR 0,00 
 4015867205860;110505207;"Base Conceptronic Notebook Cooling Pad, Fits up to 15.6\"", 2 Fans - THANA 02B";EUR 11,41 ;Imediata;Periféricos;Acessorios;Portatil;Base de Arrefecimento;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 11,41 ;EUR 0,00 
 4015867205075;110514307;Cabo CONCEPTRONIC  USB 3.1 Type-C to 1-Port USB 3.0 + 2-Port USB 2.0, preto - HUBBIES01B;EUR 8,49 ;Imediata;Periféricos;HUBs USB e Leitores de Cartões;HUBs USB;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 8,49 ;EUR 0,00 
 4015867205082;110514407;Cabo CONCEPTRONIC  USB 3.1 Type-C to 1-Port USB 3.0 + 2-Port USB 2.0, cinza - HUBBIES01G;EUR 6,99 ;Imediata;Periféricos;HUBs USB e Leitores de Cartões;HUBs USB;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 6,99 ;EUR 0,00 
 4015867205181;110526603;UPS Conceptronic 650VA 360W UPS, schuko socket - ZEUS01ES;EUR 42,95 ;Imediata;Periféricos;Power Systems;UPS;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 42,95 ;EUR 0,00 
 4015867205198;110526703;UPS Conceptronic 850VA 480W UPS, schuko socket- ZEUS02ES;EUR 51,13 ;Imediata;Periféricos;Power Systems;UPS;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 51,13 ;EUR 0,00 
 4015867205204;110526803;UPS Conceptronic 1200VA 720W IEC + schuko socket - ZEUS03EM;EUR 94,38 ;Imediata;Periféricos;Power Systems;UPS;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 94,38 ;EUR 0,00 
 4015867205105;120545807;Bateria Powerbank CONCEPTRONIC 10000mAh, LCD display, Preto - AVIL02B;EUR 19,01 ;Imediata;Mobilidade;Acessorios;Smartphone;Baterias;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 19,01 ;EUR 0,00 
 4015867205112;120545907;Bateria Powerbank CONCEPTRONIC 10000mAh, LCD display, grey -AVIL02G;EUR 19,01 ;Imediata;Mobilidade;Acessorios;Smartphone;Baterias;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 19,01 ;EUR 0,00 
 4015867206249;120546107;Carregador CONCEPTRONIC Wireless 10W - GORGON01B;EUR 11,99 ;Imediata;Mobilidade;Acessorios;Smartphone;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 11,99 ;EUR 0,00 
 4015867206324;120546203;Carregador CONCEPTRONIC Port 30W USB PD -ALTHEA01B;EUR 17,49 ;Imediata;Mobilidade;Acessorios;Smartphone;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 17,49 ;EUR 0,00 
 4015867206331;120546303;Carregador CONCEPTRONIC Port 60W USB PD - ALTHEA02B;EUR 23,50 ;Imediata;Mobilidade;Acessorios;Smartphone;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 23,50 ;EUR 0,00 
 4015867205099;120836107;Coluna Conceptronic Wireles Preto -BRONE 01B;EUR 35,53 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 35,53 ;EUR 0,00 
 4015867206317;120836307;Headset Conceptronic  Wireless Bluetooth Branco -PARRIS 01W;EUR 16,50 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Auscultadores;;;CONCEPTRONIC;2020-04-21 06:06:47;EUR 16,50 ;EUR 0,00 
 4718017146876;90PT0232-M00330;"ASUS ZEN AiO Black Edition I7-8750H 32GB 1TB 54R+512G 23.8\""FHD Win10 BLACK";EUR 1 303,31 ;Imediata;Computer Systems;Desktops;All-in-One;;PWINS_W10;ASUS;2020-04-21 06:06:55;EUR 1 299,21 ;EUR 4,10 
 0192545619066;3TR87AA;HP TB Dock G2 w/ Combo Cable;EUR 195,00 ;Imediata;Periféricos;Acessorios;Portatil;;;HP;2020-04-21 06:06:49;EUR 195,00 ;EUR 0,00 
 4977766792141;ADS1200UN1;Scanner Brother compacto USB,  25 ppm/ 50 ipm  ADF: 20 folhas  1000 págs./dia;EUR 181,25 ;Imediata;Periféricos;Scanners;Gestão Documental;A4;;BROTHER;2020-04-21 06:06:52;EUR 179,25 ;EUR 2,00 
 4977766792219;ADS1700WUN1;Scanner Brother WiFi,25 ppm/ 50 ipm  ADF, 1000 págs./dia, LCD tátil 7,1cm ADS1700W;EUR 226,25 ;Imediata;Periféricos;Scanners;Gestão Documental;A4;;BROTHER;2020-04-21 06:06:52;EUR 224,25 ;EUR 2,00 
